date,description,amount,account,category
2026-06-08,Vodafone Mobilfunk,-19.99,Girokonto,
2026-06-09,ALDI Sued,-24.42,Girokonto,
2026-06-10,Cafe Central,-11.26,Girokonto,
2026-06-12,Barmenia Versicherung,-78.50,Girokonto,
2026-06-12,REWE Markt Dortmund,-42.96,Girokonto,
2026-06-14,Amazon Marketplace,-70.30,Girokonto,
2026-06-15,REWE Markt Dortmund,-16.74,Girokonto,
2026-06-16,Amazon Marketplace,-20.12,Girokonto,
2026-06-17,Netflix.com,-12.99,Girokonto,
2026-06-17,REWE Markt Dortmund,-20.73,Girokonto,
2026-06-17,REWE Markt Dortmund,-20.55,Girokonto,
2026-06-18,REWE Markt Dortmund,-26.76,Girokonto,
2026-06-19,ALDI Sued,-31.58,Girokonto,
2026-06-19,Spotify AB,-9.99,Girokonto,
2026-06-21,Cafe Central,-9.23,Girokonto,
2026-06-21,Lidl Filiale 220,-17.63,Girokonto,
2026-06-22,Lieferando Bestellung,-22.63,Girokonto,
2026-06-22,REWE Markt Dortmund,-42.68,Girokonto,
2026-06-22,REWE Markt Dortmund,-28.26,Girokonto,
2026-06-28,REWE Markt Dortmund,-39.42,Girokonto,
2026-06-28,Shell Tankstelle,-84.28,Girokonto,
2026-06-29,Arbeitgeber GmbH Gehalt,2633.59,Girokonto,
2026-06-29,Sparplan ETF Depot Transfer,-300.00,Girokonto,
2026-07-01,Deutsche Bahn Ticket,-40.91,Girokonto,
2026-07-01,Hausverwaltung Mueller Miete,-895.00,Girokonto,
2026-07-01,Lidl Filiale 220,-23.90,Girokonto,
2026-07-01,REWE Markt Dortmund,-19.90,Girokonto,
2026-07-01,REWE Markt Dortmund,-60.22,Girokonto,
2026-07-02,McFit Fitnessstudio,-29.90,Girokonto,
2026-07-03,REWE Markt Dortmund,-53.69,Girokonto,
2026-07-03,Stadtwerke Dortmund Strom,-64.60,Girokonto,
2026-07-03,Telekom Deutschland Internet,-39.99,Girokonto,
2026-07-04,Lieferando Bestellung,-27.09,Girokonto,
2026-07-05,Amazon Marketplace,-32.08,Girokonto,
2026-07-06,ALDI Sued,-24.24,Girokonto,
2026-07-08,Vodafone Mobilfunk,-19.99,Girokonto,
2026-07-09,Amazon Marketplace,-24.04,Girokonto,
2026-07-09,Cafe Central,-5.10,Girokonto,
2026-07-09,Shell Tankstelle,-50.48,Girokonto,
2026-07-10,Barmenia Versicherung,-78.50,Girokonto,
2026-07-10,Lieferando Bestellung,-20.42,Girokonto,
2026-07-12,Cafe Central,-8.10,Girokonto,
2026-07-12,Lieferando Bestellung,-14.21,Girokonto,
2026-07-13,Amazon Marketplace,-82.52,Girokonto,
2026-07-14,REWE Markt Dortmund,-35.94,Girokonto,
2026-07-16,Lieferando Bestellung,-33.37,Girokonto,
2026-07-17,Netflix.com,-12.99,Girokonto,
2026-07-18,REWE Markt Dortmund,-21.25,Girokonto,
2026-07-19,ALDI Sued,-21.51,Girokonto,
2026-07-19,Cafe Central,-4.66,Girokonto,
2026-07-19,REWE Markt Dortmund,-27.19,Girokonto,
2026-07-20,Lidl Filiale 220,-27.10,Girokonto,
2026-07-20,Lidl Filiale 220,-18.46,Girokonto,
2026-07-21,REWE Markt Dortmund,-36.26,Girokonto,
2026-07-21,Spotify AB,-9.99,Girokonto,
2026-07-23,Apotheke am Markt,-8.05,Girokonto,
2026-07-25,Pizzeria Da Marco,-33.35,Girokonto,
2026-07-25,REWE Markt Dortmund,-19.76,Girokonto,
2026-07-26,REWE Markt Dortmund,-48.01,Girokonto,
2026-07-27,Arbeitgeber GmbH Gehalt,2657.39,Girokonto,
2026-07-27,Cafe Central,-9.95,Girokonto,
2026-07-28,Sparplan ETF Depot Transfer,-300.00,Girokonto,
2026-07-30,REWE Markt Dortmund,-44.76,Girokonto,
